eName,isPlanet,semimajorAxis,perihelion,aphelion,eccentricity,inclination,density,gravity,escape,meanRadius,equaRadius,polarRadius,flattening,dimension,sideralOrbit,sideralRotation,discoveryDate,mass_kg,volume,orbit_type,orbits,bondAlbido,geomAlbido,RV_abs,p_transit,transit_visibility,transit_depth,massj,semimajorAxis_AU,grav_int
5 Astraea,FALSE,384877000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,08/12/1845,2.4E+16,NA,Primary,NA,NA,NA,NA,0.001809344284018010,0.325681971123242,2.24586009581551E-09,1.26315789473684E-11,2.572743837857310,21518232864126.900
5145 Pholus,FALSE,3055227000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,09/01/1992,2.4E+16,NA,Primary,NA,NA,NA,NA,2.27929054044102E-04,0.04102722972793840,2.24586009581551E-09,1.26315789473684E-11,20.422931059806900,341478648322.8200
4769 Castalia,FALSE,159053000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,09/08/1989,2.4E+16,NA,Primary,NA,NA,NA,NA,0.004378257561944760,0.7880863611500570,2.24586009581551E-09,1.26315789473684E-11,1.063203635558160,125998910661317.75
Remus,FALSE,706,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,09/08/2005,2.4E+16,NA,Secondary,87 Sylvia,NA,NA,NA,986.3668555240790,177546.03399433400,2.24586009581551E-09,1.26315789473684E-11,4.71931850832152E-06,6395008386232135e9
624 Hektor,FALSE,781183000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,10/02/1907,2.4E+16,NA,Primary,NA,NA,NA,NA,8.91436449589917E-04,0.16045856092618500,2.24586009581551E-09,1.26315789473684E-11,5.2218858219350300,5223299794124.4800
216 Kleopatra,FALSE,417796000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,10/04/1880,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0016667823531101300,0.30002082355982300,2.24586009581551E-09,1.26315789473684E-11,2.792793761335270,18260891036467.100
3753 Cruithne,FALSE,149260000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,10/10/1986,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0046655165483049700,0.8397929786948950,2.24586009581551E-09,1.26315789473684E-11,0.9977414738697880,143074964186624.1
3 Junon,FALSE,399480000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,12/01/1804,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0017432036647641900,0.3137766596575550,2.24586009581551E-09,1.26315789473684E-11,2.670358863603800,19973788093340.80
10 Hygiea,FALSE,469345000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,12/04/1849,2.4E+16,NA,Primary,NA,NA,NA,NA,0.001483716668974850,0.2670690004154730,2.24586009581551E-09,1.26315789473684E-11,3.137377542901080,14469919971793.70
21 Lutetia,FALSE,364277000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,12/11/1852,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0019116633770454900,0.3440994078681880,2.24586009581551E-09,1.26315789473684E-11,2.435041343138580,24020775143985.500
253 Mathilde,FALSE,395900000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,12/11/1885,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0017589669108360700,0.3166140439504930,2.24586009581551E-09,1.26315789473684E-11,2.646428041706080,20336654803680.10
Uranus,TRUE,2870658186,2147483647,2147483647,0.0457,0.772,1.27,8.87,21380,25362,25559,24973,0.02293,NA,30685.4,-17.24,13/03/1781,8.68E+25,68300000000000,Primary,NA,0.3,0.488,0.296744357103154,2.51407152380489E-04,0.04525328742848800,0.0013265444757661600,0.045684210526315800,19.189164742570100,13989301719181238e5
7 Iris,FALSE,357019000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,13/08/1847,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0019505264425702800,0.351094759662651,2.24586009581551E-09,1.26315789473684E-11,2.3865246098051600,25007360913888.60
433 Eros,FALSE,218155000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,13/08/1898,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0031921111136577200,0.5745800004583900,2.24586009581551E-09,1.26315789473684E-11,1.4582761036584700,66976149791580.800
Vanth,FALSE,8980,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,13/11/2005,2.4E+16,NA,Secondary,90482 Orcus,NA,NA,NA,77.54732739420940,13958.518930957700,2.24586009581551E-09,1.26315789473684E-11,6.00275923579706E-05,3952736345553841e7
90377 Sedna,FALSE,75659770000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,14/11/2003,2.4E+16,NA,Primary,NA,NA,NA,NA,9.20403273760943E-06,0.001656725892769700,2.24586009581551E-09,1.26315789473684E-11,505.7543242157930,556827258.1429170
10199 Chariklo,FALSE,2380000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,15/02/1997,2.4E+16,NA,Primary,NA,NA,NA,NA,2.92594537815126E-04,0.05266701680672270,2.24586009581551E-09,1.26315789473684E-11,15.9093173509989,562725513734.9060
87 Sylvia,FALSE,522135000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,16/05/1866,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0013337067999655300,0.2400672239937950,2.24586009581551E-09,1.26315789473684E-11,3.490256897085640,11691895051550.400
(243) Ida I Dactyl,FALSE,108,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,17/02/1994,2.4E+16,NA,Secondary,243 Ida,NA,NA,NA,6447.916666666670,1160625,2.24586009581551E-09,1.26315789473684E-11,7.21935409204992E-07,2732769547325103e11
90482 Orcus,FALSE,5862440000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,17/02/2004,2.4E+16,NA,Primary,NA,NA,NA,NA,1.18785863906496E-04,0.02138145550316930,2.24586009581551E-09,1.26315789473684E-11,39.187990929071400,92745681898.25160
Pluto,TRUE,5906440628,2147483647,2147483647,0.2488,17.16,1.89,0.62,1210,1188.3,1188.3,1195,0,NA,90465,-153.2928,18/02/1930,1.3E+22,7150000000,Primary,NA,NA,0.575,3.1017133337474E-05,1.18096556611997E-04,0.02125738019015940,2.91210488730243E-06,6.84210526315789E-06,39.482116960372000,49491537470264384
5335 Damocles,FALSE,8368303000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/02/1991,2.4E+16,NA,Primary,NA,NA,NA,NA,8.32157965599477E-05,0.014978843380790600,2.24586009581551E-09,1.26315789473684E-11,55.938650469040400,45517219746.86120
Romulus,FALSE,1356,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/02/2001,2.4E+16,NA,Secondary,87 Sylvia,NA,NA,NA,513.5508849557520,92439.15929203540,2.24586009581551E-09,1.26315789473684E-11,9.06430013779601E-06,17335291200041768e8
Alexhelios,FALSE,775,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/09/2008,2.4E+16,NA,Secondary,216 Kleopatra,NA,NA,NA,898.5483870967740,161738.70967741900,2.24586009581551E-09,1.26315789473684E-11,5.18055501975805E-06,5306975900104058e9
Cleoselene,FALSE,380,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/09/2008,2.4E+16,NA,Secondary,216 Kleopatra,NA,NA,NA,1832.5657894736800,329861.84210526300,2.24586009581551E-09,1.26315789473684E-11,2.54014310646201E-06,22074116343490306e9
8 Flora,FALSE,329313000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/10/1847,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0021146295469659600,0.3806333184538720,2.24586009581551E-09,1.26315789473684E-11,2.201321438995590,29392245728460.700
2060 Chiron,FALSE,2042652000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,18/10/1977,2.4E+16,NA,Primary,NA,NA,NA,NA,3.40917101885196E-04,0.061365078339335300,2.24586009581551E-09,1.26315789473684E-11,13.654285254475900,763944402737.1310
5261 Eureka,FALSE,227908000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,20/06/1990,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0030555092405707600,0.5499916633027360,2.24586009581551E-09,1.26315789473684E-11,1.523470881861960,61366503696464.00
588 Achilles,FALSE,776669000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/02/1906,2.4E+16,NA,Primary,NA,NA,NA,NA,8.96617477973242E-04,0.16139114603518400,2.24586009581551E-09,1.26315789473684E-11,5.191711595665110,5284191867487.400
Weywot,FALSE,10000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/02/2007,2.4E+16,NA,Secondary,50000 Quaoar,NA,NA,NA,69.6375,12534.75,2.24586009581551E-09,1.26315789473684E-11,6.68458712226845E-05,3.1875024E+22
28978 Ixion,FALSE,5910896000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,22/05/2001,2.4E+16,NA,Primary,NA,NA,NA,NA,1.17812088048918E-04,0.021206175848805300,2.24586009581551E-09,1.26315789473684E-11,39.51189928266810,91231304352.61050
Neptune,TRUE,4498396441,2147483647,2147483647,0.0113,1.769,1.638,11.15,23560,24622,24764,24341,0.01708,NA,60189,16.11,23/09/1846,1.02E+26,62500000000000,Primary,NA,0.29,0.442,0.27858249283654400,1.60271334342362E-04,0.02884884018162510,0.0012502632704754000,0.05368421052631580,30.06992292036680,6694590188575544e5
Shoemaker-Levy 9,FALSE,0,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,24/03/1993,2.4E+16,NA,Primary,NA,NA,NA,NA,Inf,Inf,2.24586009581551E-09,1.26315789473684E-11,0,Inf
9 Metis,FALSE,357052000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,25/04/1848,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0019503461680651600,0.351062310251728,2.24586009581551E-09,1.26315789473684E-11,2.3867452011801900,25002738591234.00
136108 Haumea,TRUE,6432011461,2147483647,2147483647,0.19126,28.19,2.6,0.401,809,33,0,498,0.6102,1960 x 1518 x 996,103774,3.92,28/12/2004,4.01E+21,2400000000,Primary,NA,NA,0.66,9.08271474132907E-06,1.08267064544648E-04,0.019488071618036600,2.24586009581551E-09,2.11052631578947E-06,42.995340982483700,12873304208117888
7066 Nessus,FALSE,3689000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/04/1993,2.4E+16,NA,Primary,NA,NA,NA,NA,1.88770669558146E-04,0.03397872052046630,2.24586009581551E-09,1.26315789473684E-11,24.659441894048300,234224979702.3540
25143 Itokawa,FALSE,198049628,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/09/1998,2.4E+16,NA,Primary,NA,NA,NA,NA,0.003516164140434540,0.6329095452782170,2.24586009581551E-09,1.26315789473684E-11,1.3238799928988600,81264797677167.6
10370 Hylonome,FALSE,3779000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/02/1995,2.4E+16,NA,Primary,NA,NA,NA,NA,1.84274940460439E-04,0.03316948928287910,2.24586009581551E-09,1.26315789473684E-11,25.261054735052500,223201308662.42400
45 Eugenia,FALSE,406934000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/06/1857,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0017112725896582700,0.3080290661384890,2.24586009581551E-09,1.26315789473684E-11,2.720185776013190,19248751493082.70
(308933) 2006 SQ372,FALSE,152000000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,27/09/2006,2.4E+16,NA,Primary,NA,NA,NA,NA,4.58141447368421E-06,8.24654605263158E-04,2.24586009581551E-09,1.26315789473684E-11,1016.0572425848000,137963227.14681400
2 Pallas,FALSE,414717000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/03/1802,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0016791571119582800,0.30224828015249000,2.24586009581551E-09,1.26315789473684E-11,2.7722119175858000,18533047718306.30
8405 Asbolus,FALSE,2694000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/03/1995,2.4E+16,NA,Primary,NA,NA,NA,NA,2.58491091314031E-04,0.04652839643652560,2.24586009581551E-09,1.26315789473684E-11,18.008277707391200,439192927283.7600
20000 Varuna,FALSE,6451398000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,28/11/2000,2.4E+16,NA,Primary,NA,NA,NA,NA,1.07941720538711E-04,0.01942950969696800,2.24586009581551E-09,1.26315789473684E-11,43.12493199142840,76584847157.54250
4 Vesta,FALSE,353343000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,29/03/1807,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0019708187228840000,0.3547473701191190,2.24586009581551E-09,1.26315789473684E-11,2.3619520675437000,25530395131573.700
243 Ida,FALSE,428000000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,29/09/1884,2.4E+16,NA,Primary,NA,NA,NA,NA,0.0016270443925233600,0.2928679906542060,2.24586009581551E-09,1.26315789473684E-11,2.861003288330900,17400550266398.800
Comet Hyakutake,FALSE,0,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/01/1996,2.4E+16,NA,Primary,NA,NA,NA,NA,Inf,Inf,2.24586009581551E-09,1.26315789473684E-11,0,Inf
951 Gaspra,FALSE,330513000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/07/1916,2.4E+16,NA,Primary,NA,NA,NA,NA,0.002106951920196790,0.3792513456354210,2.24586009581551E-09,1.26315789473684E-11,2.209342943542310,29179203180216.000
15760 Albion,FALSE,6547379000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,30/08/1992,2.4E+16,NA,Primary,NA,NA,NA,NA,1.06359353872748E-04,0.01914468369709470,2.24586009581551E-09,1.26315789473684E-11,43.76652534801090,74355921151.2111
136472 Makemake,TRUE,6783345606,2147483647,2147483647,0.15586,29.00685,1.4,0.5,800,725,745,715,0.05,NA,112897,0,31/03/2005,4.4E+21,1700000000,Primary,NA,NA,0.81,9.66111538274923E-06,1.02761533981614E-04,0.018497076116690500,1.08400386856109E-06,2.31578947368421E-06,45.34386468376390,12700010091486556
Halley's Comet,FALSE,2677801885,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,NA,2.4E+16,NA,Primary,NA,NA,NA,NA,2.60054712748102E-04,0.046809848294658300,2.24586009581551E-09,1.26315789473684E-11,17.89999999645720,444522383725.4240
Jupiter,TRUE,778340821,740379835,816620000,0.0489,1.304,1.3262,24.79,60200,69911,71492,66854,0.06487,NA,4332.589,9.925,NA,1.9E+27,1.43E+15,Primary,NA,0.503,0.538,12.473518221509600,9.84469758396496E-04,0.17720455651136900,0.010079659175537100,1,5.20288702879245,4165366917488384e8
Mars,TRUE,227943824,206700000,249200000,0.0935,1.85,3.9341,3.71,5030,3389.5,3396.19,3376.2,0.00589,NA,686.98,24.6229,NA,6.42E+23,163000000000,Primary,NA,0.25,0.17,0.007784519549393160,0.0030697541513561700,0.5525557472441110,2.36933295710391E-05,3.37894736842105E-04,1.5237103505110300,1641038036160083e6
Mercury,TRUE,57909227,46001200,69816900,0.2056,7,5.4291,3.7,4250,2439.4,2440.53,2439.7,0,NA,87.969,1407.6,NA,3.3E+23,60830000000,Primary,NA,0.088,0.142,0.00793862161040997,0.012066840401789500,2.172031272322110,1.22721557360848E-05,1.73684210526316E-04,0.3870992730647200,13069461176634694e6
Saturn,TRUE,1426666422,1349823615,1503509229,0.0565,2.485,0.6871,10.44,36090,58232,60268,54364,0.09796,NA,10759.22,10.656,NA,5.68E+26,827000000000000,Primary,NA,0.342,0.499,2.752346054227440,5.2890710005089E-04,0.0952032780091603,0.006993236758857440,0.29894736842105300,9.536675992274,37063184779754368e6
Sun,FALSE,0,0,0,0,0,1.408,274,617000,696342,0,0,0,39x37x25,2.74,601,NA,1.99E+30,1.41E+18,Primary,NA,NA,NA,NA,Inf,Inf,1,1047.3684210526300,0,Inf
Earth,TRUE,149598262,147095000,152100000,0.0167,0,5.5136,9.8,11190,6371.0084,6378.1366,6356.8,0.00335,NA,365.256,23.9345,NA,5.97E+24,1080000000000,Primary,NA,0.306,0.367,0.08935452898655730,0.004697334039883430,0.8455201271790180,8.37088112086593E-05,0.003142105263157900,1.000002615678940,35429132114417433e6
Venus,TRUE,108208475,107477000,108939000,0.0067,3.39,5.243,8.87,10360,6051.8,6051.8,6051.8,0,NA,224.701,-5832.5,NA,4.87E+24,928000000000,Primary,NA,0.76,0.689,0.08570344549147360,0.006491116338161130,1.168400940869000,7.55307771042798E-05,0.002563157894736840,0.7233289785053070,5523898461866541e7
Kerberos,FALSE,59000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,20/07/2011,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,11.802966101694900,2124.5338983050800,2.24586009581551E-09,1.26315789473684E-11,3.94390640213838E-04,9156858374030451e5
S/2011 J 1,FALSE,20155290,0,0,0.296,162.8,1,0,0,0.5,0,0,0,NA,580.7,0,29/01/2012,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.034548870296582200,6.218796653384790,5.15578534392908E-13,1.26315789473684E-11,0.13472979197958600,7846435658973901
S/2011 J 2,FALSE,23329710,0,0,0.332,148.8,1,0,0,0.5,0,0,0,NA,726.8,0,29/01/2012,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.0298478849501344,5.372619291024190,5.15578534392908E-13,1.26315789473684E-11,0.1559494790322570,5856414938832261
Styx,FALSE,45000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,11/07/2012,2.4E+16,NA,Secondary,Pluto,NA,NA,NA,15.475,2785.5,2.24586009581551E-09,1.26315789473684E-11,3.0080642050208E-04,15740752592592592e5
Hippocamp,FALSE,105200,0,0,0,0,1,0,0,17,0,0,0,NA,0.95,0,01/07/2013,3E+16,NA,Secondary,Neptune,NA,NA,NA,6.619382129277570,1191.488783269960,5.96008785758202E-10,1.57894736842105E-11,7.0321856526264E-04,3600220113056427e5
S/2015 (136472) 1,FALSE,21100,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/04/2016,2.4E+16,NA,Secondary,136472 Makemake,NA,NA,NA,33.00355450236970,5940.63981042654,2.24586009581551E-09,1.26315789473684E-11,1.41044788279864E-04,7159548078434896e6
S/2017 J 1,FALSE,23587000,0,0,0.397,149.2,1,0,0,2,0,0,0,NA,734.2,0,06/06/2017,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.02952236401407560,5.314025522533600,8.24925655028653E-12,1.26315789473684E-11,0.15766935645294600,5729346737465006
S/2016 J 1,FALSE,20651000,0,0,0.141,139.8,1,0,0,0.5,0,0,0,NA,602.7,0,06/06/2017,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.033719553532516600,6.069519635852990,5.15578534392908E-13,1.26315789473684E-11,0.13804340866196600,7474262510735348
Valetudo,FALSE,18980000,0,0,0.222,34,1,0,0,0.5,0,0,0,NA,533,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.03668822444678610,6.603880400421500,5.15578534392908E-13,1.26315789473684E-11,0.1268734635806550,8848264658822276
S/2017 J 2,FALSE,23303000,0,0,0.236,166.4,1,0,0,1,0,0,0,NA,723,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.0298821181822083,5.378781272797490,2.06231413757163E-12,1.26315789473684E-11,0.1557709337102220,5869847929471585
S/2017 J 3,FALSE,20694000,0,0,0.148,147.9,1,0,0,1,0,0,0,NA,606,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.03364951193582680,6.056912148448830,2.06231413757163E-12,1.26315789473684E-11,0.13833084590822300,7443233287106161
Pandia,FALSE,11525000,0,0,0.18,28.2,1,0,0,1.5,0,0,0,NA,252,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.060420260303687600,10.875646854663800,4.64020680953617E-12,1.26315789473684E-11,0.07703986658414380,23997646538459732
S/2017 J 5,FALSE,23232000,0,0,0.284,164.3,1,0,0,1,0,0,0,NA,719,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.029973441804407700,5.395219524793390,2.06231413757163E-12,1.26315789473684E-11,0.15529632802454100,5905780783985612
S/2017 J 6,FALSE,22455000,0,0,0.557,155.2,1,0,0,1,0,0,0,NA,683,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.031010598975729200,5.581907815631260,2.06231413757163E-12,1.26315789473684E-11,0.15010240383053800,6321561998784179
S/2017 J 7,FALSE,20627000,0,0,0.215,143.4,1,0,0,1,0,0,0,NA,603,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.03375881126678630,6.076586028021530,2.06231413757163E-12,1.26315789473684E-11,0.13788297857103100,7491665590002511
S/2017 J 8,FALSE,23233000,0,0,0.312,164.7,1,0,0,0.5,0,0,0,NA,720,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.029972130159686700,5.394983428743600,5.15578534392908E-13,1.26315789473684E-11,0.1553030126116630,5905272399043071
S/2017 J 9,FALSE,21487000,0,0,0.229,152.7,1,0,0,1.5,0,0,0,NA,639,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.0324076650998278,5.833379717969000,4.64020680953617E-12,1.26315789473684E-11,0.1436317234961820,6903970909610359
Ersa,FALSE,11483000,0,0,0.094,30.6,1,0,0,1.5,0,0,0,NA,252,0,17/07/2018,2.4E+16,NA,Secondary,Jupiter,NA,NA,NA,0.06064125228598800,10.915425411477800,4.64020680953617E-12,1.26315789473684E-11,0.07675911392500860,24173514237590044
Ultima Thule,FALSE,6633400000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,26/06/2014,2.4E+16,NA,Primary,NA,NA,NA,NA,1.04980100702506E-04,0.01889641812645100,2.24586009581551E-09,1.26315789473684E-11,44.34154021685550,72439950948.44280
101955 Bennu,FALSE,168400000,0,0,0,0,1,0,0,33,0,0,0,39x37x25,2.74,0,11/09/1999,2.4E+16,NA,Primary,NA,NA,NA,NA,0.004135243467933490,0.7443438242280290,2.24586009581551E-09,1.26315789473684E-11,1.1256844713900100,112400009027256.69
